# stock1, stock2, stock3, stock4
7.471632417423840025e+02,1.882146599099948503e+02,1.042993708930119965e+02,9.404283065493438016e+02
7.026250083963396946e+02,1.849374339580379853e+02,1.062010458893144573e+02,9.394329118774509197e+02
7.466273779266014117e+02,1.811192164385855961e+02,1.036945886796881808e+02,9.024113320183004134e+02
8.007669769717640520e+02,1.826072791287843984e+02,1.021503293293181116e+02,9.162730676895658917e+02
8.337154671695138859e+02,1.826225868567925659e+02,9.770696451350973177e+01,9.376494101412532700e+02
8.094183899657883785e+02,1.842423407436399714e+02,9.701754190636799535e+01,9.490819628044107503e+02
7.827644331929539021e+02,1.816277909912217581e+02,9.797008141897121902e+01,9.481063326763357964e+02
7.319245603824775799e+02,1.838264653108780351e+02,9.523787554569008762e+01,9.901502708624909701e+02
7.466961908740933040e+02,1.842019471693573109e+02,9.502679782893164884e+01,1.043699608085395766e+03
7.466858978765585562e+02,1.802369754420191157e+02,9.369994508552780133e+01,1.127951505503820727e+03
7.085577671618915474e+02,1.809149367922799456e+02,9.336244436915809786e+01,1.004682477277299654e+03
7.618775010923960735e+02,1.805990709008858630e+02,9.691897693212071374e+01,1.006387621544208855e+03
7.582440358259302684e+02,1.801966514144733651e+02,9.689727208178001661e+01,1.115181674098791973e+03
7.564983738598022001e+02,1.796089874542618929e+02,1.054036997808675977e+02,1.088764644046226977e+03
7.404515851230794397e+02,1.813830644264501188e+02,1.016641427533351987e+02,1.039246247231187908e+03
7.190936880452850346e+02,1.821883638986809331e+02,9.614853129977485935e+01,9.362316229749252443e+02
6.579982083326616475e+02,1.857931632079907729e+02,9.457141345002276012e+01,8.946733475661588955e+02
6.683858925840662550e+02,1.836910900655197452e+02,9.229042614261771860e+01,8.804606747961239535e+02
7.260412444080833438e+02,1.831155267360842913e+02,8.928468611814334110e+01,8.496048210223539172e+02
7.288029823255222936e+02,1.844336388424592599e+02,8.907980951798077740e+01,9.003194151052565530e+02
7.269229696584982321e+02,1.873508093940749575e+02,8.699645528038313103e+01,8.838294510034095310e+02
7.158524904542489367e+02,1.884308541512401689e+02,9.035536239918938861e+01,8.080326722279202158e+02
6.908310478675228978e+02,1.884245914645072446e+02,8.729020989258302166e+01,7.885647333178590088e+02
7.427330367356785246e+02,1.913892485193645143e+02,9.154965280703922303e+01,7.786701737009191220e+02
7.388259852108806172e+02,1.890181092569317229e+02,8.976387692013751973e+01,8.341730483703216805e+02
7.277103503079999882e+02,1.881470270058903793e+02,9.040479112175160026e+01,8.332117791733584227e+02
7.145511203299543013e+02,1.866604244104630936e+02,8.791480720986443487e+01,9.234302774890905994e+02
6.811175834574569308e+02,1.887589985415582987e+02,7.947832591077818165e+01,8.516461531525412738e+02
6.754512400115039554e+02,1.856209837992688279e+02,8.172802034397994930e+01,7.419892166478084619e+02
6.769570160082535040e+02,1.842400490187374089e+02,7.685203595151925526e+01,8.151332044287831877e+02
6.673719809690078364e+02,1.837448376267305150e+02,7.996137988864552426e+01,8.141801700240354194e+02
6.768111146090748207e+02,1.847524267813685128e+02,7.686010414880817621e+01,9.081780830110022862e+02
6.921085443270784481e+02,1.856430207920834903e+02,7.924798708111562462e+01,7.487032123858762134e+02
6.850243842069079392e+02,1.855279041560777671e+02,7.585344467432489068e+01,8.198258152001238841e+02
6.326963926567602812e+02,1.867130080802802752e+02,7.786763643730051854e+01,9.651536379302492605e+02
6.337922681929072724e+02,1.851051616232362846e+02,7.463458319106305794e+01,9.298959566382332014e+02
6.245765327028682350e+02,1.832832246043082307e+02,7.492476130605946594e+01,9.292847387149380438e+02
6.430570808549184676e+02,1.818683655103104968e+02,7.254638563843275278e+01,8.077196862069306462e+02
6.070884911272837599e+02,1.825808498245767169e+02,7.442618401654240756e+01,7.822267253567680427e+02
6.388445719600518942e+02,1.821057546087453431e+02,7.557796244909472705e+01,7.892305490165468882e+02
6.431328692261306514e+02,1.828089765245499621e+02,7.473613458850832103e+01,8.568561493788654388e+02
6.480256797656663821e+02,1.801752997516647383e+02,7.446703094808387391e+01,8.437851914208562221e+02
6.124373844836089802e+02,1.788873038258141435e+02,7.423322553761191500e+01,7.934319645354149770e+02
5.795622858178345496e+02,1.780997516289902194e+02,7.560094054992795520e+01,7.639990887832062754e+02
5.992599221042930822e+02,1.773355947809091901e+02,7.656173725514965156e+01,7.993820663359550736e+02
6.126472568569639634e+02,1.777014143703964919e+02,7.550629458458375609e+01,7.761202993388990308e+02
5.842129982203937288e+02,1.790489931217493051e+02,7.475849417022850218e+01,7.562140061420412849e+02
5.316133570877937018e+02,1.802347525681920786e+02,7.099785378060866492e+01,8.419097728775321912e+02
5.009592586091951603e+02,1.801507305454716743e+02,7.222769253718627169e+01,8.127163024797168873e+02
5.392786872791261885e+02,1.807136457891577379e+02,7.309261997318698434e+01,9.760330882926909908e+02
5.071006712017284030e+02,1.804687687460264840e+02,6.831577986882768982e+01,9.207171637783600318e+02
4.820839832253648751e+02,1.807080422149132346e+02,6.946549509463345373e+01,8.853943778256716541e+02
5.053076713320442650e+02,1.815222374814902935e+02,6.872425348031637782e+01,9.141077355948849572e+02
5.137698428415810668e+02,1.861254084009655116e+02,6.742182565474341516e+01,8.155099071936640485e+02
5.247178563527389770e+02,1.826645527331611447e+02,6.534757613743941818e+01,7.488528476642381975e+02
4.950898921595942284e+02,1.827109478225498265e+02,6.502559847274567062e+01,7.988685046530265481e+02
4.795873066881907221e+02,1.832691887911582853e+02,6.377674160232874812e+01,7.739265156593428401e+02
4.833191820706655903e+02,1.845458556213456234e+02,6.016302701868067260e+01,8.119152559749101101e+02
4.755506718942788211e+02,1.857710140683905990e+02,5.949687480967354247e+01,8.100425169135398846e+02
4.583001913120154995e+02,1.832412211410662053e+02,5.949490092398667684e+01,8.078553203233047952e+02
4.513777851320888885e+02,1.837897529466441711e+02,5.580917486214858059e+01,8.363902886443524949e+02
4.543432772935145181e+02,1.855219092212197438e+02,5.614714761576175306e+01,8.269207737500189523e+02
4.263106378250745934e+02,1.875419733080500748e+02,5.690733882225774920e+01,7.781763519445026986e+02
4.335874880464961620e+02,1.847979657024770006e+02,5.531765859781684469e+01,8.198435771184584837e+02
4.221187269756812270e+02,1.868446605573768409e+02,5.724358476309496524e+01,7.492788847639181995e+02
4.376916990810768766e+02,1.859097034259180816e+02,5.904778611910075625e+01,6.900635788234238817e+02
4.702047287361624512e+02,1.857724701661911979e+02,5.845597353715036348e+01,6.344946173228348698e+02
4.740182276295388988e+02,1.852727078418173789e+02,6.199328477558340467e+01,6.191446504920213556e+02
4.719837393033333228e+02,1.836051848762538725e+02,6.246114497040242952e+01,6.555996678487842928e+02
4.750791087732954452e+02,1.833739187070976868e+02,6.207632247920291491e+01,7.138913728087730988e+02
4.929215027853716720e+02,1.835568148405950240e+02,6.118674663389840163e+01,7.087122217181668020e+02
4.914732960282368026e+02,1.828857903070475857e+02,6.187115737946567862e+01,7.149033189824839383e+02
5.080367616567780829e+02,1.839558498997321010e+02,6.206490401633868004e+01,6.612827260051803933e+02
4.872973213416151452e+02,1.825440298387246116e+02,6.925018193591336058e+01,5.957788970012144318e+02
4.948043409282083758e+02,1.811319642514255577e+02,6.854635426076464455e+01,5.875203157885897554e+02
5.077533104823536405e+02,1.857116585446448767e+02,6.798776024098609128e+01,5.306992826265829990e+02
5.119426476309824920e+02,1.859969561988308442e+02,6.774798243360018546e+01,5.430706989643117595e+02
5.384548791619276926e+02,1.857086474456446865e+02,6.728687390667853663e+01,5.491107415430809624e+02
5.657232258442730881e+02,1.851026122036936670e+02,6.598698911672080669e+01,5.341206063650398619e+02
5.305234543716600228e+02,1.824496520296476092e+02,6.694212199543403585e+01,4.986516867490689151e+02
5.519011425287005750e+02,1.825731288425123466e+02,6.456767035247008835e+01,5.261204256324181188e+02
4.888349902052188440e+02,1.822969432584212939e+02,6.479671300782869992e+01,4.828218062018409000e+02
4.975130367675318439e+02,1.834963602272908361e+02,6.292394299946389680e+01,4.682586836669998434e+02
5.101199929452950528e+02,1.819702783159824548e+02,6.245557060367185898e+01,4.673531125211134736e+02
5.080496671881844577e+02,1.826925246580321982e+02,6.156340717127681472e+01,4.924627625666155950e+02
4.822554575413860789e+02,1.792406609630497769e+02,6.202979213185321328e+01,4.936116763094399289e+02
4.624887540450886831e+02,1.791181261615904816e+02,6.515843000641241645e+01,4.601567324252433764e+02
4.585374982876136869e+02,1.797780022537891966e+02,6.716424504425994257e+01,4.864872753143524733e+02
4.291240491634853242e+02,1.812121694743448757e+02,6.768758421408207937e+01,4.792153462882757822e+02
4.389685639368200896e+02,1.854739322992210475e+02,7.182043842979565795e+01,4.838477149064791547e+02
4.351173902446151942e+02,1.853985478102231923e+02,7.247213730883355254e+01,4.910696041417181732e+02
3.877629629327603311e+02,1.884976931994599170e+02,7.295607917103431816e+01,4.699885350698472166e+02
4.223523597436760610e+02,1.876198795941569415e+02,7.459640740981690499e+01,5.489989903259787525e+02
3.963089348315320422e+02,1.858929464244185112e+02,7.395350235850690979e+01,4.924151809590701987e+02
3.816902866916432799e+02,1.834979227059027949e+02,7.510594201878366505e+01,4.871301098643464798e+02
3.741927200805817506e+02,1.807968598966492948e+02,7.946512608636801644e+01,4.710438853935490897e+02
3.712196980472529617e+02,1.811607509030592098e+02,7.898745755427667348e+01,4.411591981256303256e+02
3.764940024452776584e+02,1.837167075217158470e+02,7.895029027152406798e+01,4.335814714724937744e+02
3.752303135646338887e+02,1.826529831053359203e+02,7.913708574200556711e+01,4.099623278231375139e+02
3.642241208378914052e+02,1.813211255560237873e+02,7.962870461309084646e+01,3.886076858669605372e+02
3.606791436918121576e+02,1.850967623417826644e+02,7.862056472212829306e+01,3.708029029274059667e+02
3.544285377776750465e+02,1.828580534406681011e+02,7.658742842331908207e+01,3.641367541751866383e+02
3.781698202815867376e+02,1.873542750343085572e+02,7.738421113239972726e+01,3.296091142245670085e+02
3.848346894277945580e+02,1.889413970715532969e+02,8.013032617889579967e+01,3.410470826685366887e+02
3.885463947778182501e+02,1.882323570744261758e+02,7.780775018594071923e+01,3.473085277755932339e+02
3.847032681741965234e+02,1.889375105244685074e+02,7.935112291961348774e+01,3.124815121174214596e+02
3.921485608556457123e+02,1.893672054596322027e+02,8.369305751867000254e+01,3.271325057482986267e+02
4.089335033252795597e+02,1.864879538723197925e+02,8.078041561607406607e+01,3.318395611273140844e+02
3.979324603796464999e+02,1.867400058298367753e+02,8.182593568337296119e+01,3.531243411803410481e+02
3.993319949871204244e+02,1.866751701617065180e+02,8.109245690676286245e+01,3.450866054236279865e+02
4.033125770002698118e+02,1.874837717539120945e+02,7.990394044675822727e+01,3.558731767268985209e+02
3.804451127788724420e+02,1.876279088225705038e+02,8.718600179877037704e+01,3.751844924795244651e+02
3.740632848614927184e+02,1.902080132342230456e+02,9.104296513914061961e+01,3.614562526127641036e+02
3.982379675426673771e+02,1.948191544297695259e+02,9.571201592973504546e+01,3.851943907205237565e+02
4.227224146814652386e+02,1.946242198796302318e+02,9.456132386910668686e+01,3.503601398671846141e+02
3.985092907798312467e+02,1.932602811652960213e+02,9.425352202870975304e+01,3.138134836422073022e+02
3.948307206871988910e+02,1.909260901914626629e+02,9.580365013177019762e+01,3.166917852333022552e+02
4.204963918054561418e+02,1.886812466510365596e+02,1.014957459694994384e+02,3.335838356581693915e+02
3.832395518337872318e+02,1.867078527660619613e+02,9.836493561035169364e+01,3.185232910873197625e+02
3.886924977805960566e+02,1.872610196458739154e+02,9.986533236707558103e+01,3.120630784462072143e+02
4.196069927643620190e+02,1.888010314340005777e+02,1.001957996111600835e+02,3.165279644670070525e+02
4.299523054824449559e+02,1.893232003223106972e+02,9.974324293744328429e+01,3.330963540763684705e+02
4.049675674117617632e+02,1.893329049932339103e+02,1.014156323134571664e+02,3.463448549080621888e+02
4.234547186006461175e+02,1.881172142934931912e+02,1.005582759384106595e+02,3.450200895813820239e+02
3.953768212652805119e+02,1.881111086711292160e+02,9.646681946623304782e+01,3.010124268263757585e+02
3.919897678298130472e+02,1.884046925959281111e+02,9.759225796171372735e+01,3.031037161338654187e+02
3.990122533809402512e+02,1.876011891485989054e+02,9.552009844664698335e+01,2.796815168726847105e+02
4.216743621868525906e+02,1.888741776013742424e+02,9.322849491960407420e+01,2.856920176798625448e+02
4.155351469994806166e+02,1.896319515483948805e+02,9.029702472793702839e+01,2.798571613763310211e+02
4.036037476670468891e+02,1.890717613815577920e+02,9.120970450230473148e+01,2.606845697601737015e+02
3.941871412744496865e+02,1.891501268218254665e+02,9.391222682007719413e+01,2.687036144946915783e+02
4.118776642120374163e+02,1.892361140706230742e+02,9.415801120765188159e+01,2.847885388330505521e+02
4.333458726732421269e+02,1.921116829991260317e+02,9.537398647321478506e+01,2.700274218086474889e+02
4.685617530971302926e+02,1.943025061396444073e+02,8.930409346554748140e+01,2.823228388343731581e+02
4.768389147293753467e+02,1.911538664683358490e+02,8.926323473338905501e+01,2.480637668202827228e+02
4.623892222649088239e+02,1.925030845701134012e+02,8.674301652955600161e+01,2.248263428870645555e+02
4.898835712097154556e+02,1.925581099582768445e+02,8.298499989239890340e+01,2.280525247296317843e+02
4.964552222169487550e+02,1.915323702259185836e+02,7.688926879261993008e+01,2.402308043462441560e+02
5.005149023312579857e+02,1.908302695804223674e+02,7.255386374237438929e+01,2.590702706475153150e+02
5.013170063876881386e+02,1.927007209726421877e+02,7.647167759225432349e+01,2.555524187222291630e+02
4.664752490016194884e+02,1.890393014543365382e+02,7.610033381225582616e+01,2.526100687348834981e+02
4.875747800668765422e+02,1.865846537844491877e+02,7.331752740673178437e+01,2.438617868849036086e+02
4.454757041393273767e+02,1.843990888784926483e+02,7.253302836185291369e+01,2.632643982583155093e+02
4.065718357246055348e+02,1.890699035207050827e+02,7.495799501830633460e+01,2.305560229771678280e+02
4.314282675412313779e+02,1.922368861515735432e+02,7.308214726458923849e+01,2.449655234057132702e+02
4.161470421906294632e+02,1.939817735903035043e+02,7.395539656810255735e+01,2.387074666197076169e+02
4.398227172187701512e+02,1.932970709104737068e+02,7.030363558030639126e+01,2.472443876607561322e+02
4.346843775293821750e+02,1.937904487095985644e+02,7.044139683324939938e+01,2.527776256780051654e+02
4.271577350499042609e+02,1.926470896276719600e+02,7.263626548399139438e+01,2.543507775784951548e+02
4.500561440166547982e+02,1.936940734931090446e+02,7.559233564000174965e+01,2.579740820318347119e+02
4.908093213119711891e+02,1.936332997019243294e+02,8.036576804762250958e+01,2.621073863002354756e+02
4.701150303540775894e+02,1.933319451872752950e+02,7.996028551131843187e+01,2.842283549206287603e+02
4.443537147478509723e+02,1.911809530157761969e+02,8.171788007011534205e+01,2.800440821266770968e+02
4.502188412965438147e+02,1.927903054564090439e+02,8.271239373535782136e+01,2.834973895722273483e+02
4.442108998669086191e+02,1.923771298500536204e+02,7.957068684733293651e+01,2.834539154747532734e+02
4.163770120605176999e+02,1.924339722145976737e+02,8.392336706190157258e+01,2.839075734411443932e+02
4.949044388292846293e+02,1.977839126560094201e+02,8.247100562761464460e+01,2.815199203250260780e+02
4.909872461498292751e+02,1.997774611017479174e+02,8.448353461135070575e+01,2.786667959477500744e+02
5.105183006091260154e+02,2.027969690314652098e+02,9.132742108349125942e+01,2.752778819683182974e+02
5.293049498551756642e+02,2.049827890864498841e+02,8.765852280069729829e+01,2.671136811336201617e+02
5.347598359966052612e+02,2.080193951590897541e+02,8.651100582173150144e+01,2.598729958764886874e+02
5.707816441856436995e+02,2.102812385709615342e+02,8.598564290385007780e+01,2.675889027261879392e+02
5.619220657278278850e+02,2.095361371796630010e+02,8.471635887130655362e+01,2.682882104718124197e+02
5.082211454843708225e+02,2.076684809044851647e+02,8.955312746127013668e+01,2.516172559816688477e+02
4.813870426287086843e+02,2.044559552813792891e+02,8.876126837871230180e+01,2.369784378388837354e+02
4.936782726345182368e+02,2.031412635419102060e+02,9.183934165959828988e+01,2.668889413901577541e+02
5.049736309655352215e+02,2.018426481114820490e+02,9.544508777943224231e+01,2.793370921461151966e+02
4.658300848445470024e+02,2.047338217186770066e+02,9.474768165158513966e+01,3.088578834904719201e+02
4.436164479651967554e+02,2.062786567313779642e+02,9.402724472859891591e+01,3.053254662181753929e+02
4.111314935592193933e+02,2.080525093107284818e+02,9.421357066692831950e+01,3.361103179229365310e+02
4.067481439589572005e+02,2.043834919312172076e+02,9.758800197378960206e+01,3.533679981920060982e+02
3.769943739102039899e+02,2.037508989373823169e+02,9.182221034083208622e+01,3.641506348768744488e+02
3.381890853993948554e+02,2.012689589135951564e+02,9.284541161770097517e+01,3.604080004801440396e+02
3.536647514074588230e+02,2.018003193207954951e+02,9.287915339415839355e+01,3.728132253383697048e+02
3.606287466771000254e+02,2.002146876687348254e+02,9.560085241410503443e+01,3.881978241524336681e+02
3.764877360829441386e+02,2.017094228420236561e+02,9.139199430103762722e+01,3.904546497040135478e+02
3.742692330252411921e+02,2.013535183300324150e+02,8.910721715825268063e+01,3.727851095260612624e+02
3.639049087576889292e+02,2.001738032876242528e+02,8.798314858746957157e+01,3.817944142985403460e+02
3.845586671388016384e+02,2.018176324627092413e+02,9.119920430400912892e+01,3.894238987793495994e+02
3.985873966538834452e+02,2.034118907746716900e+02,9.374998648435118298e+01,4.100519826443788247e+02
3.853690306746921692e+02,2.049047722853028120e+02,9.590433301141312938e+01,4.098775200434287171e+02
3.832048741202885935e+02,2.089500084621573706e+02,9.463630578800987792e+01,3.841056709019713935e+02
4.116159962289471537e+02,2.103327883874228235e+02,8.900716514294180115e+01,3.674421082031827837e+02
4.182742321310531111e+02,2.100298462698799824e+02,9.351022479501797591e+01,3.696720356480996657e+02
4.413201448968571867e+02,2.114513985621932477e+02,9.174954257153702031e+01,3.746941558694411469e+02
4.527589453708900464e+02,2.121127567050411642e+02,8.961933437943685021e+01,3.198605259840301756e+02
4.526838317165957051e+02,2.097966161161441221e+02,9.002703685944136680e+01,3.484288027437755773e+02
4.614474432026921136e+02,2.107876888060932004e+02,9.137062055708216235e+01,3.289295565954192853e+02
4.936796164464134904e+02,2.067976325900976633e+02,8.916205266398942797e+01,2.912098027207358655e+02
5.008616118955289949e+02,2.058150888235806519e+02,8.427302265981050766e+01,2.847412541910028949e+02
5.140301788231423643e+02,2.025301725573872602e+02,8.520244424030748576e+01,2.788295443377840570e+02
5.411215830592242355e+02,2.051997115941358061e+02,8.290458498655262076e+01,2.780759718678417585e+02
5.375551724870040289e+02,2.058358818073363068e+02,8.369521906154095348e+01,2.811924864650353015e+02
5.216903289724048136e+02,2.064293479792256107e+02,8.283424274268857346e+01,2.707111487400104579e+02
5.642121272545285819e+02,2.042758307958668809e+02,8.444643653889049517e+01,2.942856714446111255e+02
5.491447853694808146e+02,2.036288288622610025e+02,8.862597681953332085e+01,3.052515657536309277e+02
5.134038969498989218e+02,2.054631498816451654e+02,8.686027524430998881e+01,2.982906833767117405e+02
5.150909972226191940e+02,2.035111917038130684e+02,8.390560577075180504e+01,3.125645695086323599e+02
5.553179044264212507e+02,2.035474210358304958e+02,8.232157378248430746e+01,3.326144488031018795e+02
5.864072532623565621e+02,2.019221363374586247e+02,8.617656164980161293e+01,3.263546403631520434e+02
6.077230333370390554e+02,2.013948960485815292e+02,9.090068106031218065e+01,3.527571325261313291e+02
5.589037809399879961e+02,2.035412966196346929e+02,8.871279570768018630e+01,3.301472703833941864e+02
5.469239438736453849e+02,2.041303951887963706e+02,9.014596005950043889e+01,2.808313713379345131e+02
5.185467297144687109e+02,2.059684123527118800e+02,8.891747739325343503e+01,2.913518761331353062e+02
5.464496820402580397e+02,2.081150727186238782e+02,8.996287549470373790e+01,2.870449212160415868e+02
5.462660734799004558e+02,2.065372955982061285e+02,8.636905722316650724e+01,2.870186819874708135e+02
5.359609266085515173e+02,2.038538160237776253e+02,8.691507328805359123e+01,3.023480420198769707e+02
5.160296953696034734e+02,2.053761276183234941e+02,8.857468533943709588e+01,3.264942846183591314e+02
5.116920330677074276e+02,2.041985870869073665e+02,8.655963596833190365e+01,3.037162314075102358e+02
5.053460648174412313e+02,2.032409857639061386e+02,8.964180572322764817e+01,3.014700932229112027e+02
5.224086361338420375e+02,2.033900842841745771e+02,8.704453495645419991e+01,3.041009679998365414e+02
5.656814644426686982e+02,2.013649620053922717e+02,8.639162967787817138e+01,3.166125411794488400e+02
5.717028596527657101e+02,2.009722929738236417e+02,8.469898844586099074e+01,3.253256729866237151e+02
5.530161843280532139e+02,1.993623109402386433e+02,8.249529734768263722e+01,3.395185493825377989e+02
5.961512729812468478e+02,1.985055697460785211e+02,8.122322913717405868e+01,3.816256647305594356e+02
5.679399338593232187e+02,2.005361779571119314e+02,8.304562342555492194e+01,3.734855268483070176e+02
5.679793365696951923e+02,2.037536453883272429e+02,8.190098640653310724e+01,3.815578354236868677e+02
6.219626380589681958e+02,2.051485447713223209e+02,8.486402807576484975e+01,3.711547754211856613e+02
6.002137544828701721e+02,2.034549912654126160e+02,8.297317751951872822e+01,3.502487559761486864e+02
6.320889832988320904e+02,2.013533678562976945e+02,8.221778336180202018e+01,3.750834588304064141e+02
6.322119652602647193e+02,2.021887133900792719e+02,8.342268561091557899e+01,3.761772897307299672e+02
6.428323935350600777e+02,1.998264388081717300e+02,8.223078390529100545e+01,3.634599917024254410e+02
6.379573726173429122e+02,1.963647199847751494e+02,8.200000034933178483e+01,3.475097410469446118e+02
6.488668256628386644e+02,1.976531355996069976e+02,8.473884882874152424e+01,3.432187672401348664e+02
6.283625297684060342e+02,1.968150640244142835e+02,8.659217703900594643e+01,3.624776860107138532e+02
5.762424495501397814e+02,1.958129911451048031e+02,8.478451567234340303e+01,3.521113124023767114e+02
5.764519976315744998e+02,1.978383880707411038e+02,8.309352021561045376e+01,3.756078179052738619e+02
6.451720377295264370e+02,1.952799674009086743e+02,8.347573193002858716e+01,3.958210395184810864e+02
6.347303373175666366e+02,1.937050676836742014e+02,7.950347481320945064e+01,4.084295914836316683e+02
6.256158194704526068e+02,1.967321152136293847e+02,8.452548215513478169e+01,4.289781294164891392e+02
6.320605389917380990e+02,1.978596463021076488e+02,8.321029886012105692e+01,4.433874606656524406e+02
5.951941556374632682e+02,1.982091472417895375e+02,8.142426088223811576e+01,4.595607258755352404e+02
5.761109946282340388e+02,1.972101598675396303e+02,7.967600813859294817e+01,4.932684628460492604e+02
5.804468542568682778e+02,1.968915240926722845e+02,8.061980732567712948e+01,4.787054818854226710e+02
5.648518068972606443e+02,1.977099910125787119e+02,8.606251676747896795e+01,4.813062500634496246e+02
5.768252730591874524e+02,1.997821416506916137e+02,8.932087082845514203e+01,4.760146533542430234e+02
5.465392801738372555e+02,2.035825755114360334e+02,8.876008073952790767e+01,4.980191664157640048e+02
5.053871360208844976e+02,2.038384913477536600e+02,8.865794046310210774e+01,4.977810932523120186e+02
5.073881967844218934e+02,2.049608676894745827e+02,8.877869831121803657e+01,4.793588650544155598e+02
5.625462530300426351e+02,2.096321622812749297e+02,9.042269427980664886e+01,5.055518103337033153e+02
5.507535790183726476e+02,2.102887316300223688e+02,9.008741159397544607e+01,4.975816961534716256e+02
5.795261912462007103e+02,2.093893561478627703e+02,9.462652513059911996e+01,5.390051502977196378e+02
6.028873126984227611e+02,2.084394579277262380e+02,9.356071313301642078e+01,5.009147179971596984e+02
6.584986818330029337e+02,2.089021840579219997e+02,9.402497387844277910e+01,4.826484786912515119e+02
6.724123363344327799e+02,2.082602098345154502e+02,9.253186477563974677e+01,4.987254753369650757e+02
7.474040857879964506e+02,2.109045338013678759e+02,9.510732201148047693e+01,5.216024736505630699e+02
7.737802935398045747e+02,2.070020373524706940e+02,9.442553449527281373e+01,5.049292355746038083e+02
7.468932414577569716e+02,2.068312039853683473e+02,9.333847359920875419e+01,5.234835498237307547e+02
8.143598282608008958e+02,2.023639014260461693e+02,9.689881515204926643e+01,5.412735768274162638e+02
8.385906082714225249e+02,2.030712626122172537e+02,9.260619550173295522e+01,5.336080198642788446e+02
8.470359297926878526e+02,2.077264431909961786e+02,9.044462256918106391e+01,5.386611991653220457e+02
8.477700001802193128e+02,2.108860738847536993e+02,8.928828102192922245e+01,5.327666606334106518e+02
8.577414799470924436e+02,2.084291149716497102e+02,9.285599120456207345e+01,5.493332315531125687e+02
8.687628307191750991e+02,2.083989551427758329e+02,9.333313934124986133e+01,5.913845732974942848e+02
8.560871706826831087e+02,2.063113513036426241e+02,9.225587982936609421e+01,5.460047621115725178e+02
8.078647934325534834e+02,2.056552761191306899e+02,9.232429652823455513e+01,5.094018531828423306e+02
8.272648423349760378e+02,2.020713673791106828e+02,8.818505296773147961e+01,5.264498229904850177e+02
8.873173216260699974e+02,2.015526292825065298e+02,8.644372044508169495e+01,5.433694908045333705e+02
9.859494562080454898e+02,2.012770021451992761e+02,8.657663426264440432e+01,5.691229306992278225e+02
1.045483288225030037e+03,2.038427894784022101e+02,8.673208070314237261e+01,6.258651480305245514e+02
1.115101048271113996e+03,2.013909560406691526e+02,8.418344702355916809e+01,6.143087139780290045e+02
1.109881784558757317e+03,1.989509643520610780e+02,8.341375848710747221e+01,6.715665936367158793e+02
1.148093706302966211e+03,1.984195538591037007e+02,8.334760560155616815e+01,6.040198378121945098e+02
1.193715841103762386e+03,1.976461554476713900e+02,8.379762249807636465e+01,5.983002436332290017e+02
1.183972781749569322e+03,1.973153286400351192e+02,9.159491309812405291e+01,6.228301237201285403e+02
1.193753435500230580e+03,1.935487604198579277e+02,9.023956240307988708e+01,6.451215111278229415e+02
1.242012590846264175e+03,1.960633489674891621e+02,9.075410745198971085e+01,7.017227128649251426e+02
1.263595766798684053e+03,1.967425822362495467e+02,8.957983850198301923e+01,7.394549434492456612e+02
1.323379574423529903e+03,1.936008690478768415e+02,9.131955636737126270e+01,6.758362009287184264e+02
1.294680928563199359e+03,1.941701529732609970e+02,8.750857666002809765e+01,6.064926060984133755e+02
1.305838416121732052e+03,1.932496023842758461e+02,8.718877925133489271e+01,5.768538993118835378e+02
1.265275363923849909e+03,1.940148516648038424e+02,8.811164550417241514e+01,5.473505453386081854e+02
1.320926042698509036e+03,1.947025706579863993e+02,8.504518933434925998e+01,5.772162060644803887e+02
1.333221137974592011e+03,1.955275501080874676e+02,8.228890551772268225e+01,5.296228534635750975e+02
1.262577752831474527e+03,1.977996539015376527e+02,8.069328317488427160e+01,5.097336638541810316e+02
1.226099823392145026e+03,1.984529132624873284e+02,8.378267125625357892e+01,5.266243396950551414e+02
1.250357854339203868e+03,1.963228292848093588e+02,8.055249289539989377e+01,4.913954291092138646e+02
1.268758366037795213e+03,1.971788867378473071e+02,7.822437509333880712e+01,4.804121072336362204e+02
1.357318249537527663e+03,1.988931377509803156e+02,7.459430263144925277e+01,4.540429840013665057e+02
1.360330460852012720e+03,1.981071878009157103e+02,7.438736813170835660e+01,4.763356401697014348e+02
1.391485442550517519e+03,1.971145463860922291e+02,7.351813202159634386e+01,4.723111593872682761e+02
1.447912912992417205e+03,1.976225634606464610e+02,7.450601185267800020e+01,4.101008664415592193e+02
1.505715031957040992e+03,1.967113479453681464e+02,7.602921232032311138e+01,4.234029466462359892e+02
1.606999679930368757e+03,1.989435837617579637e+02,7.535174849032851796e+01,3.828673622670103782e+02
1.592744776577163520e+03,1.993934651152848119e+02,7.391932934245932074e+01,3.842571857864068079e+02
1.590201008277647134e+03,1.982718025458777049e+02,7.442379198016631392e+01,4.291457394101043405e+02
1.620126481792366121e+03,1.990044963112744085e+02,7.475522761491853885e+01,4.273038090981811479e+02
1.675863519796216451e+03,2.012497217827333884e+02,7.194872845171059339e+01,3.957157398536010078e+02
1.577389724628318390e+03,1.996345933742062471e+02,7.170965318584612191e+01,4.495168655199439627e+02
1.565113735112179938e+03,1.993543160717409819e+02,7.160192587691838639e+01,4.178925233411843578e+02
1.482912875930482414e+03,1.968111588236049556e+02,7.078749095415274439e+01,4.522686745027666007e+02
